seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	140033623	140033672	50	*	X1288	2902	140033609	140063214	29606	+	0	inside	13	GRIN1
chr9	140033771	140033811	41	*	X1289	2902	140033609	140063214	29606	+	0	inside	161	GRIN1
chr9	140063548	140063876	329	*	X1292	100500811	140063638	140063722	85	-	0	includeFeature	0	MIR3621
chr10	4868086	4868331	246	*	X1295	83592	4868369	4890251	21883	+	37	upstream	37	AKR1E2
chr10	7453135	7453198	64	*	X1300	57713	7200586	7453448	252863	-	0	inside	249	SFMBT2
chr10	15761716	15761755	40	*	X1303	8516	15559088	15761770	202683	-	0	inside	14	ITGA8
chr10	25464163	25464219	57	*	X1307	57512	25464290	25891157	426868	+	70	upstream	70	GPR158
chr10	26727199	26727229	31	*	X1308	54518	26727266	26856732	129467	+	36	upstream	36	APBB1IP
chr10	28034578	28034673	96	*	X1310	283078	27961803	28034778	72976	-	0	inside	104	MKX
chr10	30025988	30026139	152	*	X1312	6840	29746277	30025864	279588	-	123	upstream	123	SVIL
chr10	33625205	33625239	35	*	X1313	8829	33466419	33624006	157588	-	1198	upstream	1198	NRP1
chr10	33625327	33625353	27	*	X1314	8829	33466419	33624006	157588	-	1320	upstream	1320	NRP1
chr10	43762574	43762622	49	*	X1317	221002	43689984	43762367	72384	-	206	upstream	206	RASGEF1A
chr10	50815200	50815268	69	*	X1319	1103	50817141	50901939	84799	+	1872	upstream	1872	CHAT
chr10	50887446	50887552	107	*	X1320	282966	50887684	50916956	29273	+	131	upstream	131	C10orf53
chr10	50887652	50887880	229	*	X1321	282966	50887684	50916956	29273	+	0	overlapStart	0	C10orf53
chr10	50887925	50887937	13	*	X1322	282966	50887684	50916956	29273	+	0	inside	240	C10orf53
chr10	54074569	54074698	130	*	X1323	100506939	54056608	54073888	17281	-	680	upstream	680	PRKG1-AS1
chr10	73724193	73724261	69	*	X1328	9469	73724120	73773322	49203	+	0	inside	72	CHST3
chr10	77161062	77161150	89	*	X1329	100131213	77161286	77168740	7455	+	135	upstream	135	ZNF503-AS2
chr10	80827261	80827324	64	*	X1330	57178	80828792	81076285	247494	+	1467	upstream	1467	ZMIZ1
chr10	81664411	81664745	335	*	X1335	100288974	81664654	81691574	26921	+	0	overlapStart	0	BMS1P21
chr10	90967526	90967638	113	*	X1338	9023	90965694	90967071	1378	-	454	upstream	454	CH25H
chr10	91174791	91175186	396	*	X1339	3988	90973326	91174382	201057	-	408	upstream	408	LIPA
chr10	92922821	92922897	77	*	X1340	84333	92922769	93044088	121320	+	0	inside	51	PCGF5
chr10	93392647	93392657	11	*	X1348	5507	93388197	93392858	4662	-	0	inside	200	PPP1R3C
chr10	93392670	93392876	207	*	X1349	5507	93388197	93392858	4662	-	0	overlapStart	0	PPP1R3C
chr10	93393069	93393153	85	*	X1350	5507	93388197	93392858	4662	-	210	upstream	210	PPP1R3C
chr10	93393264	93393321	58	*	X1351	5507	93388197	93392858	4662	-	405	upstream	405	PPP1R3C
chr10	94831563	94831883	321	*	X1354	1592	94833232	94837641	4410	+	1348	upstream	1348	CYP26A1
chr10	95361103	95361133	31	*	X1355	5950	95351593	95360993	9401	-	109	upstream	109	RBP4
chr10	95361439	95361453	15	*	X1356	5950	95351593	95360993	9401	-	445	upstream	445	RBP4
chr10	95653506	95653537	32	*	X1357	159371	95653730	95714008	60279	+	192	upstream	192	SLC35G1
chr10	98945680	98945751	72	*	X1358	6585	98757795	98945683	187889	-	0	overlapStart	0	SLIT1
chr10	99496591	99496720	130	*	X1359	118813	99496878	99520664	23787	+	157	upstream	157	ZFYVE27
chr10	99790845	99790921	77	*	X1360	55118	99624757	99790585	165829	-	259	upstream	259	CRTAC1
chr10	99791093	99791110	18	*	X1361	55118	99624757	99790585	165829	-	507	upstream	507	CRTAC1
chr10	99791128	99791154	27	*	X1362	55118	99624757	99790585	165829	-	542	upstream	542	CRTAC1
chr10	104001007	104001019	13	*	X1381	5309	103989946	104001231	11286	-	0	inside	211	PITX3
chr10	112403580	112403642	63	*	X1390	282996	112404155	112599227	195073	+	512	upstream	512	RBM20
chr10	112403664	112403815	152	*	X1391	282996	112404155	112599227	195073	+	339	upstream	339	RBM20
chr10	120967303	120967328	26	*	X1393	2869	120967197	121215131	247935	+	0	inside	105	GRK5
chr10	120967343	120967534	192	*	X1394	2869	120967197	121215131	247935	+	0	inside	145	GRK5
chr10	121301902	121301957	56	*	X1396	6001	121259339	121302222	42884	-	0	inside	264	RGS10
chr10	124713959	124714223	265	*	X1399	80007	124690419	124713919	23501	-	39	upstream	39	C10orf88
chr10	128076845	128077085	241	*	X1401	8038	127702902	128077127	374226	-	0	inside	41	ADAM12
chr10	133795721	133795839	119	*	X1402	664	133781204	133795435	14232	-	285	upstream	285	BNIP3
chr10	133795865	133795877	13	*	X1403	664	133781204	133795435	14232	-	429	upstream	429	BNIP3
chr10	133999137	133999312	176	*	X1405	10570	134000414	134019280	18867	+	1101	upstream	1101	DPYSL4
chr10	133999342	133999369	28	*	X1406	10570	134000414	134019280	18867	+	1044	upstream	1044	DPYSL4
chr10	135192203	135192230	28	*	X1407	196743	135192741	135205198	12458	+	510	upstream	510	PAOX
chr11	537171	537396	226	*	X1408	115399	537522	554916	17395	+	125	upstream	125	LRRC56
chr11	537171	537396	226	*	X1408	3265	532242	535550	3309	-	1620	upstream	1620	HRAS
chr11	2950527	2950610	84	*	X1414	7262	2949503	2950650	1148	-	0	inside	39	PHLDA2
chr11	8289862	8289924	63	*	X1417	4004	8245851	8290182	44332	-	0	inside	257	LMO1
chr11	9025635	9025664	30	*	X1418	56675	9002123	9025596	23474	-	38	upstream	38	NRIP3
chr11	10326592	10326615	24	*	X1419	133	10326642	10328923	2282	+	26	upstream	26	ADM
chr11	13983998	13984188	191	*	X1423	10418	13984184	14289679	305496	+	0	overlapStart	0	SPON1
chr11	17756174	17756210	37	*	X1428	3746	17757495	17804602	47108	+	1284	upstream	1284	KCNC1
chr11	17756652	17756751	100	*	X1429	3746	17757495	17804602	47108	+	743	upstream	743	KCNC1
chr11	34379402	34379470	69	*	X1437	25841	34172534	34379555	207022	-	0	inside	84	ABTB2
chr11	35160715	35160953	239	*	X1438	960	35160417	35253949	93533	+	0	inside	297	CD44
chr11	57227255	57227595	341	*	X1446	349667	57228339	57244384	16046	+	743	upstream	743	RTN4RL2
chr11	61276504	61276734	231	*	X1451	390205	61276272	61278490	2219	+	0	inside	231	LRRC10B
chr11	62314172	62314244	73	*	X1455	79026	62201014	62314332	113319	-	0	inside	87	AHNAK
chr11	65553760	65554076	317	*	X1463	5017	65554505	65564690	10186	+	428	upstream	428	OVOL1
chr11	74952144	74952155	12	*	X1479	100507050	74951950	74954749	2800	+	0	inside	193	TPBGL
chr11	74952207	74952223	17	*	X1480	100507050	74951950	74954749	2800	+	0	inside	256	TPBGL
chr11	75140759	75141799	1041	*	X1484	283212	75133438	75141674	8237	-	0	overlapStart	0	KLHL35
chr11	75379702	75379789	88	*	X1485	4135	75297963	75379479	81517	-	222	upstream	222	MAP6
chr11	75379812	75379932	121	*	X1486	4135	75297963	75379479	81517	-	332	upstream	332	MAP6
chr11	75380089	75380223	135	*	X1487	4135	75297963	75379479	81517	-	609	upstream	609	MAP6
chr11	76382236	76382315	80	*	X1490	2615	76368568	76381791	13224	-	444	upstream	444	LRRC32
chr11	76382330	76382364	35	*	X1491	2615	76368568	76381791	13224	-	538	upstream	538	LRRC32
chr11	76382383	76382440	58	*	X1492	2615	76368568	76381791	13224	-	591	upstream	591	LRRC32
chr11	85521956	85522061	106	*	X1493	54843	85405265	85522178	116914	-	0	inside	116	SYTL2
chr11	86511616	86511675	60	*	X1494	11098	86511491	86663830	152340	+	0	inside	124	PRSS23
chr11	94822838	94822848	11	*	X1496	23052	94822974	94865815	42842	+	125	upstream	125	ENDOD1
chr11	98891292	98891371	80	*	X1499	53942	98891706	100229616	1337911	+	334	upstream	334	CNTN5
chr11	100999561	100999619	59	*	X1500	101054525	100999808	101069639	69832	+	188	upstream	188	PGR-AS1
chr11	100999635	100999898	264	*	X1501	101054525	100999808	101069639	69832	+	0	overlapStart	0	PGR-AS1
chr11	106889388	106889510	123	*	X1502	2977	106544738	106889171	344434	-	216	upstream	216	GUCY1A2
chr11	106889838	106890035	198	*	X1503	2977	106544738	106889171	344434	-	666	upstream	666	GUCY1A2
chr11	107461735	107461949	215	*	X1504	55531	107461817	107537505	75689	+	0	overlapStart	0	ELMOD1
chr11	107461735	107461949	215	*	X1504	643923	107462471	107463949	1479	+	521	upstream	521	NA
chr11	107462093	107462117	25	*	X1505	55531	107461817	107537505	75689	+	0	inside	275	ELMOD1
chr11	107462093	107462117	25	*	X1505	643923	107462471	107463949	1479	+	353	upstream	353	NA
chr11	110583599	110583811	213	*	X1509	57569	110447759	110583912	136154	-	0	inside	100	ARHGAP20
chr11	121322122	121322412	291	*	X1524	6653	121322912	121504471	181560	+	499	upstream	499	SORL1
chr11	124632019	124632035	17	*	X1525	90952	124622026	124632223	10198	-	0	inside	187	ESAM
chr11	124632116	124632126	11	*	X1526	90952	124622026	124632223	10198	-	0	inside	96	ESAM
chr11	124632195	124632316	122	*	X1527	90952	124622026	124632223	10198	-	0	overlapStart	0	ESAM
chr11	128760414	128760615	202	*	X1531	3762	128761313	128787951	26639	+	697	upstream	697	KCNJ5
chr11	128760632	128760671	40	*	X1532	3762	128761313	128787951	26639	+	641	upstream	641	KCNJ5
chr11	128760872	128761029	158	*	X1533	3762	128761313	128787951	26639	+	283	upstream	283	KCNJ5
chr11	129245358	129245539	182	*	X1534	8538	129245881	129322174	76294	+	341	upstream	341	BARX2
chr11	129685502	129685568	67	*	X1535	120224	129685741	129729898	44158	+	172	upstream	172	TMEM45B
chr11	130029499	130029536	38	*	X1536	6768	130029682	130080257	50576	+	145	upstream	145	ST14
chr11	130029742	130029787	46	*	X1537	6768	130029682	130080257	50576	+	0	inside	59	ST14
chr11	134095542	134095561	20	*	X1539	23310	134022337	134094426	72090	-	1115	upstream	1115	NCAPD3
chr12	1703112	1703143	32	*	X1544	144699	1675159	1703331	28173	-	0	inside	187	FBXL14
chr12	13043474	13043530	57	*	X1554	9052	13043956	13066600	22645	+	425	upstream	425	GPRC5A
chr12	26277837	26278038	202	*	X1556	79365	26272959	26278003	5045	-	0	overlapStart	0	BHLHE41
chr12	26278873	26279163	291	*	X1557	79365	26272959	26278003	5045	-	869	upstream	869	BHLHE41
chr12	26279412	26279432	21	*	X1558	79365	26272959	26278003	5045	-	1408	upstream	1408	BHLHE41
chr12	26279611	26279716	106	*	X1559	79365	26272959	26278003	5045	-	1607	upstream	1607	BHLHE41
chr12	33593049	33593132	84	*	X1562	341359	33528348	33592754	64407	-	294	upstream	294	SYT10
chr12	42632092	42632094	3	*	X1564	10138	42550907	42632154	81248	-	0	inside	59	YAF2
chr12	42632128	42632148	21	*	X1565	10138	42550907	42632154	81248	-	0	inside	5	YAF2
chr12	42632164	42632272	109	*	X1566	10138	42550907	42632154	81248	-	9	upstream	9	YAF2
chr12	42983398	42983437	40	*	X1567	144165	42852140	42983572	131433	-	0	inside	134	PRICKLE1
chr12	44229330	44229351	22	*	X1570	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	44230188	44230223	36	*	X1571	84216	44229962	44783541	553580	+	0	inside	225	TMEM117
chr12	49365664	49365734	71	*	X1573	7480	49359123	49365641	6519	-	22	upstream	22	WNT10B
chr12	49365562	49365574	13	*	X1574	7480	49359123	49365641	6519	-	0	inside	66	WNT10B
chr12	49393173	49393240	68	*	X1576	23109	49388933	49393088	4156	-	84	upstream	84	DDN
chr12	49730881	49730918	38	*	X1580	338761	49726200	49730971	4772	-	0	inside	52	C1QL4
chr12	49731004	49731032	29	*	X1581	338761	49726200	49730971	4772	-	32	upstream	32	C1QL4
chr12	49931971	49932047	77	*	X1582	23416	49932940	49952077	19138	+	892	upstream	892	KCNH3
chr12	49932880	49932896	17	*	X1583	23416	49932940	49952077	19138	+	43	upstream	43	KCNH3
chr12	50450968	50451370	403	*	X1584	41	50451420	50477405	25986	+	49	upstream	49	ASIC1
chr12	52416707	52416898	192	*	X1585	3164	52416616	52453291	36676	+	0	inside	90	NR4A1
chr12	54332167	54332179	13	*	X1589	3229	54332576	54340328	7753	+	396	upstream	396	HOXC13
chr12	54332200	54332220	21	*	X1590	3229	54332576	54340328	7753	+	355	upstream	355	HOXC13
chr12	54332272	54332315	44	*	X1591	3229	54332576	54340328	7753	+	260	upstream	260	HOXC13
chr12	54332554	54332697	144	*	X1592	3229	54332576	54340328	7753	+	0	overlapStart	0	HOXC13
chr12	54942887	54943285	399	*	X1600	5153	54943177	54973023	29847	+	0	overlapStart	0	PDE1B
chr12	56882370	56882458	89	*	X1603	27165	56864736	56882181	17446	-	188	upstream	188	GLS2
chr12	56882555	56882587	33	*	X1604	27165	56864736	56882181	17446	-	373	upstream	373	GLS2
chr12	57634301	57634579	279	*	X1606	56901	57628686	57634475	5790	-	0	overlapStart	0	NDUFA4L2
chr12	57634610	57634633	24	*	X1607	56901	57628686	57634475	5790	-	134	upstream	134	NDUFA4L2
chr12	58120282	58120356	75	*	X1608	100130776	58120023	58122139	2117	+	0	inside	258	AGAP2-AS1
chr12	72667531	72667600	70	*	X1620	283392	72656327	72667289	10963	-	241	upstream	241	TRHDE-AS1
chr12	88973828	88974000	173	*	X1623	4254	88886570	88974250	87681	-	0	inside	249	KITLG
chr12	96337150	96337319	170	*	X1626	120935	96260826	96336428	75603	-	721	upstream	721	CCDC38
chr12	96337150	96337319	170	*	X1626	144193	96337071	96362370	25300	+	0	inside	78	AMDHD1
chr12	109746960	109747089	130	*	X1630	121643	109715783	109747025	31243	-	0	overlapStart	0	FOXN4
chr12	110337864	110337882	19	*	X1631	84260	110338079	110391074	52996	+	196	upstream	196	TCHP
chr12	110337923	110338182	260	*	X1632	84260	110338079	110391074	52996	+	0	overlapStart	0	TCHP
chr12	110940187	110940194	8	*	X1633	144715	110940005	110969891	29887	+	0	inside	181	RAD9B
chr12	110940187	110940194	8	*	X1633	51699	110929330	110939916	10587	-	270	upstream	270	VPS29
chr12	110940272	110940282	11	*	X1634	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X1634	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X1635	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X1635	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	111806690	111806752	63	*	X1636	144717	111798455	111806925	8471	-	0	inside	172	PHETA1
chr12	113772804	113772871	68	*	X1638	80024	113736571	113772925	36355	-	0	inside	53	SLC8B1
chr12	115122909	115122925	17	*	X1639	6926	115108059	115121969	13911	-	939	upstream	939	TBX3
chr12	117318843	117319069	227	*	X1641	8739	117298225	117319232	21008	-	0	inside	162	HRK
chr12	122688373	122688399	27	*	X1643	79369	122688228	122692084	3857	+	0	inside	144	B3GNT4
chr12	122688428	122688476	49	*	X1644	79369	122688228	122692084	3857	+	0	inside	199	B3GNT4
chr12	123380453	123380642	190	*	X1645	79720	123349875	123380712	30838	-	0	inside	69	VPS37B
chr12	123380817	123380862	46	*	X1646	79720	123349875	123380712	30838	-	104	upstream	104	VPS37B
chr12	123635478	123635551	74	*	X1647	57605	123468027	123635285	167259	-	192	upstream	192	PITPNM2
chr13	20735395	20735418	24	*	X1650	2700	20712395	20735183	22789	-	211	upstream	211	GJA3
chr13	21100049	21100109	61	*	X1651	51084	20977806	21100012	122207	-	36	upstream	36	CRYL1
chr13	22245082	22245120	39	*	X1652	2254	22245215	22278640	33426	+	94	upstream	94	FGF9
chr13	22245187	22245338	152	*	X1653	2254	22245215	22278640	33426	+	0	overlapStart	0	FGF9
chr13	28366571	28366805	235	*	X1655	219409	28366780	28368089	1310	+	0	overlapStart	0	GSX1
chr13	28543281	28543336	56	*	X1659	1045	28536205	28543505	7301	-	0	inside	168	CDX2
chr13	28543370	28543431	62	*	X1660	1045	28536205	28543505	7301	-	0	inside	73	CDX2
chr13	44360945	44361252	308	*	X1665	55068	43787666	44361116	573451	-	0	overlapStart	0	ENOX1
chr13	95253692	95253808	117	*	X1671	160897	95254104	95286899	32796	+	295	upstream	295	GPR180
chr13	96742302	96742346	45	*	X1672	266722	96743093	97491816	748724	+	746	upstream	746	HS6ST3
chr13	101241117	101241154	38	*	X1673	87769	101182418	101241046	58629	-	70	upstream	70	GGACT
chr13	101241236	101241251	16	*	X1674	87769	101182418	101241046	58629	-	189	upstream	189	GGACT
chr13	103452624	103452643	20	*	X1675	79070	103436631	103451404	14774	-	1219	upstream	1219	POGLUT2
chr14	25519012	25519176	165	*	X1678	29091	25281306	25519171	237866	-	0	overlapStart	0	STXBP6
chr14	25519194	25519263	70	*	X1679	29091	25281306	25519171	237866	-	22	upstream	22	STXBP6
chr14	33407661	33407751	91	*	X1682	64067	33408459	34273382	864924	+	707	upstream	707	NPAS3
chr14	36002668	36002787	120	*	X1683	84684	36003248	36006260	3013	+	460	upstream	460	INSM2
chr14	36002824	36003156	333	*	X1684	84684	36003248	36006260	3013	+	91	upstream	91	INSM2
chr14	38064091	38064104	14	*	X1694	3169	38058757	38064325	5569	-	0	inside	220	FOXA1
chr14	38064160	38064270	111	*	X1695	3169	38058757	38064325	5569	-	0	inside	54	FOXA1
chr14	38725325	38725351	27	*	X1697	161198	38723205	38725575	2371	-	0	inside	223	CLEC14A
chr14	48144855	48144884	30	*	X1698	161357	47308828	48144157	835330	-	697	upstream	697	MDGA2
chr14	48144920	48145399	480	*	X1699	161357	47308828	48144157	835330	-	762	upstream	762	MDGA2
chr14	51562397	51562441	45	*	X1707	114088	51441981	51562422	120442	-	0	overlapStart	0	TRIM9
chr14	51562470	51562623	154	*	X1708	114088	51441981	51562422	120442	-	47	upstream	47	TRIM9
chr14	52780494	52780561	68	*	X1711	5732	52781016	52795322	14307	+	454	upstream	454	PTGER2
chr14	54423367	54423381	15	*	X1715	652	54416455	54423554	7100	-	0	inside	172	BMP4
chr14	55033313	55033352	40	*	X1718	23034	55034330	55260033	225704	+	977	upstream	977	SAMD4A
chr14	55033376	55033459	84	*	X1719	23034	55034330	55260033	225704	+	870	upstream	870	SAMD4A
chr14	67878524	67878989	466	*	X1724	26499	67853700	67878828	25129	-	0	overlapStart	0	PLEK2
chr14	69950582	69950707	126	*	X1725	400224	69951471	69995215	43745	+	763	upstream	763	PLEKHD1
chr14	69951069	69951157	89	*	X1726	400224	69951471	69995215	43745	+	313	upstream	313	PLEKHD1
chr14	69951507	69951514	8	*	X1727	400224	69951471	69995215	43745	+	0	inside	35	PLEKHD1
chr14	77227605	77227624	20	*	X1733	22846	77228235	77249363	21129	+	610	upstream	610	VASH1
chr14	77227725	77227771	47	*	X1734	22846	77228235	77249363	21129	+	463	upstream	463	VASH1
chr14	77228019	77228144	126	*	X1735	22846	77228235	77249363	21129	+	90	upstream	90	VASH1
chr14	77964969	77965340	372	*	X1738	145501	77940738	77965210	24473	-	0	overlapStart	0	ISM2
chr14	90526794	90526957	164	*	X1746	56659	90528108	90652195	124088	+	1150	upstream	1150	KCNK13
chr14	90527109	90527178	70	*	X1747	56659	90528108	90652195	124088	+	929	upstream	929	KCNK13
chr14	92413878	92413913	36	*	X1752	10516	92335755	92414046	78292	-	0	inside	132	FBLN5
chr14	100626405	100626519	115	*	X1758	123099	100612753	100626012	13260	-	392	upstream	392	DEGS2
chr14	104583135	104583497	363	*	X1767	406986	104583742	104583851	110	+	244	upstream	244	MIR203A
chr14	104583512	104583557	46	*	X1768	406986	104583742	104583851	110	+	184	upstream	184	MIR203A
chr14	104583611	104583630	20	*	X1769	406986	104583742	104583851	110	+	111	upstream	111	MIR203A
chr14	105071305	105071341	37	*	X1770	388021	105060420	105071097	10678	-	207	upstream	207	TMEM179
chr14	105267202	105267771	570	*	X1771	100128927	105266933	105271048	4116	+	0	inside	268	ZBTB42
chr14	105953544	105953557	14	*	X1787	1396	105953257	105955124	1868	+	0	inside	286	CRIP1
chr15	33010402	33010512	111	*	X1789	26585	33010205	33026870	16666	+	0	inside	196	GREM1
chr15	41055392	41055503	112	*	X1800	2644	41056285	41059911	3627	+	781	upstream	781	GCHFR
chr15	41221534	41221673	140	*	X1801	54567	41221531	41231258	9728	+	0	inside	2	DLL4
chr15	41786104	41786154	51	*	X1802	3706	41786056	41795757	9702	+	0	inside	47	ITPKA
chr15	45722684	45722833	150	*	X1805	84419	45722727	45725647	2921	+	0	overlapStart	0	C15orf48
chr15	45814867	45815280	414	*	X1807	7782	45774680	45815002	40323	-	0	overlapStart	0	SLC30A4
chr15	45815354	45815386	33	*	X1808	7782	45774680	45815002	40323	-	351	upstream	351	SLC30A4
chr15	45815399	45815418	20	*	X1809	7782	45774680	45815002	40323	-	396	upstream	396	SLC30A4
chr15	52043652	52043668	17	*	X1815	256586	52015261	52043650	28390	-	1	upstream	1	LYSMD2
chr15	52043652	52043668	17	*	X1815	29767	52043758	52108558	64801	+	89	upstream	89	TMOD2
chr15	53082750	53082821	72	*	X1816	3175	53049160	53082209	33050	-	540	upstream	540	ONECUT1
chr15	56034664	56034922	259	*	X1819	283659	55903739	56035177	131439	-	0	inside	254	PRTG
chr15	56035315	56035380	66	*	X1820	283659	55903739	56035177	131439	-	137	upstream	137	PRTG
chr15	59730097	59730125	29	*	X1827	145773	59730372	59815751	85380	+	246	upstream	246	FAM81A
chr15	60691103	60691129	27	*	X1828	302	60639350	60690185	50836	-	917	upstream	917	ANXA2
chr15	60691146	60691378	233	*	X1829	302	60639350	60690185	50836	-	960	upstream	960	ANXA2
chr15	62359154	62359251	98	*	X1830	145741	62359176	62363116	3941	+	0	overlapStart	0	C2CD4A
chr15	62359410	62359483	74	*	X1831	145741	62359176	62363116	3941	+	0	inside	233	C2CD4A
chr15	63674014	63674044	31	*	X1833	771	63615730	63674075	58346	-	0	inside	30	CA12
chr15	63796527	63796547	21	*	X1834	9960	63796710	63886839	90130	+	162	upstream	162	USP3
chr15	63892908	63893026	119	*	X1835	100130855	63879909	63893026	13118	-	0	inside	0	USP3-AS1
chr15	63893231	63893233	3	*	X1836	100130855	63879909	63893026	13118	-	204	upstream	204	USP3-AS1
chr15	68724430	68724430	1	*	X1837	22801	68594042	68724492	130451	-	0	inside	61	ITGA11
chr15	76352594	76352802	209	*	X1847	123591	76352299	76521462	169164	+	0	inside	294	TMEM266
chr15	79383192	79383206	15	*	X1850	5923	79252289	79383215	130927	-	0	inside	8	RASGRF1
chr15	79383328	79383342	15	*	X1851	5923	79252289	79383215	130927	-	112	upstream	112	RASGRF1
chr15	79384295	79384351	57	*	X1852	5923	79252289	79383215	130927	-	1079	upstream	1079	RASGRF1
chr15	79575994	79576320	327	*	X1853	729911	79484049	79576287	92239	-	0	overlapStart	0	ANKRD34C-AS1
chr15	83316205	83316215	11	*	X1858	283692	83316521	83361572	45052	+	305	upstream	305	CPEB1-AS1
chr15	83654471	83654499	29	*	X1859	83640	83654955	83659809	4855	+	455	upstream	455	RAMAC
chr15	83775838	83775900	63	*	X1860	53346	83776324	83806111	29788	+	423	upstream	423	TM6SF1
chr15	83775933	83775946	14	*	X1861	53346	83776324	83806111	29788	+	377	upstream	377	TM6SF1
chr15	84748561	84748743	183	*	X1865	648809	84748939	84795353	46415	+	195	upstream	195	EFL1P1
chr15	84748765	84748786	22	*	X1866	648809	84748939	84795353	46415	+	152	upstream	152	EFL1P1
chr15	90358455	90358529	75	*	X1880	290	90328126	90358072	29947	-	382	upstream	382	ANPEP
chr15	90358542	90358597	56	*	X1881	290	90328126	90358072	29947	-	469	upstream	469	ANPEP
chr16	1383380	1383408	29	*	X1892	8938	1383606	1399442	15837	+	197	upstream	197	BAIAP3
chr16	2391071	2391300	230	*	X1897	21	2325879	2390747	64869	-	323	upstream	323	ABCA3
chr16	3018736	3018872	137	*	X1898	124222	3019342	3023485	4144	+	469	upstream	469	PAQR4
chr16	4589075	4589129	55	*	X1903	29965	4560677	4588816	28140	-	258	upstream	258	CDIP1
chr16	22824735	22824750	16	*	X1908	9956	22825860	22927659	101800	+	1109	upstream	1109	HS3ST2
chr16	23313389	23313479	91	*	X1909	6338	23313591	23392620	79030	+	111	upstream	111	SCNN1B
chr16	23313515	23313568	54	*	X1910	6338	23313591	23392620	79030	+	22	upstream	22	SCNN1B
chr16	23313581	23313597	17	*	X1911	6338	23313591	23392620	79030	+	0	overlapStart	0	SCNN1B
chr16	23313708	23313745	38	*	X1912	6338	23313591	23392620	79030	+	0	inside	116	SCNN1B
chr16	54963878	54963900	23	*	X1928	10265	54965111	54968395	3285	+	1210	upstream	1210	IRX5
chr16	54963878	54963900	23	*	X1928	643911	54952777	54963101	10325	-	776	upstream	776	CRNDE
chr16	55358448	55358506	59	*	X1930	79190	55358471	55364672	6202	+	0	overlapStart	0	IRX6
chr16	56642244	56642583	340	*	X1931	4489	56642478	56673999	31522	+	0	overlapStart	0	MT1A
chr16	56642244	56642583	340	*	X1931	4502	56642478	56643409	932	+	0	overlapStart	0	MT2A
chr16	56642628	56642643	16	*	X1932	4489	56642478	56673999	31522	+	0	inside	149	MT1A
chr16	56642628	56642643	16	*	X1932	4502	56642478	56643409	932	+	0	inside	149	MT2A
chr16	56677544	56677577	34	*	X1934	326343	56677599	56678853	1255	+	21	upstream	21	MT1DP
chr16	56716291	56716333	43	*	X1935	4501	56716382	56718108	1727	+	48	upstream	48	MT1X
chr16	57318297	57318492	196	*	X1936	51090	57290009	57318584	28576	-	0	inside	91	PLLP
chr16	66461475	66461636	162	*	X1938	146227	66461200	66527432	66233	+	0	inside	274	BEAN1
chr16	67193981	67194014	34	*	X1942	55336	67193891	67198077	4187	+	0	inside	89	FBXL8
chr16	67193981	67194014	34	*	X1942	8717	67188089	67193812	5724	-	168	upstream	168	TRADD
chr16	67204576	67204595	20	*	X1943	8996	67204400	67209640	5241	+	0	inside	175	NOL3
chr16	67218541	67218562	22	*	X1944	653319	67209505	67217943	8439	-	597	upstream	597	KIAA0895L
chr16	68482090	68482188	99	*	X1950	55512	68392230	68482409	90180	-	0	inside	220	SMPD3
chr16	74734508	74734655	148	*	X1953	197259	74705753	74734789	29037	-	0	inside	133	MLKL
chr16	84853592	84853705	114	*	X1956	83716	84853587	84943116	89530	+	0	inside	4	CRISPLD2
chr16	84853850	84853862	13	*	X1957	83716	84853587	84943116	89530	+	0	inside	262	CRISPLD2
chr16	89159983	89159989	7	*	X1963	197322	89160217	89222171	61955	+	227	upstream	227	ACSF3
chr17	31589	31788	200	*	X1965	8447	6011	31420	25410	-	168	upstream	168	DOC2B
chr17	1928530	1928892	363	*	X1968	146760	1837971	1928178	90208	-	351	upstream	351	RTN4RL1
chr17	1933306	1933321	16	*	X1969	1801	1933431	1946725	13295	+	109	upstream	109	DPH1
chr17	1953183	1953279	97	*	X1971	406921	1953202	1953302	101	-	0	overlapEnd	22	MIR132
chr17	1953893	1953961	69	*	X1972	406921	1953202	1953302	101	-	590	upstream	590	MIR132
chr17	1953893	1953961	69	*	X1972	406994	1953565	1953674	110	-	218	upstream	218	MIR212
chr17	1954008	1954027	20	*	X1973	406921	1953202	1953302	101	-	705	upstream	705	MIR132
chr17	1954008	1954027	20	*	X1973	406994	1953565	1953674	110	-	333	upstream	333	MIR212
chr17	4643161	4643177	17	*	X1975	58191	4636828	4643223	6396	-	0	inside	45	CXCL16
chr17	4643161	4643177	17	*	X1975	84225	4643310	4649414	6105	+	132	upstream	132	ZMYND15
chr17	4643229	4643342	114	*	X1976	58191	4636828	4643223	6396	-	5	upstream	5	CXCL16
